Units (in Crores),Company Name,Sector,Type,Quantity,Weight (%),Market Price,Notes
Crores,TECH MAHINDRA LTD,Information Technology,Equity,260000.0,0.89,40.9214,
Crores,VARROC ENGINEERING LTD,Consumer Discretionary,Equity,740000.0,0.85,39.1201,
Crores,VOLTAS LTD,Consumer Discretionary,Equity,290000.0,0.8,36.6212,
Crores,H.G. INFRA ENGINEERING LTD,Real Estate,Equity,291520.0,0.71,32.6444,
Crores,PEARL GLOBAL INDUSTRIES LTD,Textiles - Readymade Apparels,Equity,197119.0,0.63,28.7005,
Crores,KNR CONSTRUCTIONS LTD,Industrials,Equity,1000000.0,0.46,21.08,
Crores,BARBEQUE NATION HOSPITALITY LTD,"Hotels, Resorts & Restaurants",Equity,700000.0,0.46,21.0805,
Crores,BHARTI AIRTEL LTD (RIGHT 14/10/2021) (PARTLY PAID),Telecom Services,Equity,96428.0,0.29,13.5173,
Crores,LAXMI DENTAL LTD,Medical Equipment & Accessories,Equity,280401.0,0.23,10.7604,
Crores,CRAFTSMAN AUTOMATION LTD,Engineering - General,Equity,17746.0,0.22,9.9456,
Crores,GUJARAT STATE PETRONET LTD,Utilities,Equity,20.0,0.0,0.0007,
