Units (in Crores),Company Name,Sector,Type,Quantity,Weight (%),Market Price,Notes
Crores,Reliance Industries Limited,Energy,Equity,3759371.0,0.85,564.1312,
Crores,Asian Paints Limited,Materials,Equity,2303100.0,0.81,539.1787,
Crores,KFin Technologies Limited,Finance & Investments,Equity,3937532.0,0.8,530.6612,
Crores,Dixon Technologies (India) Limited,Consumer Electronics,Equity,350144.0,0.79,524.6208,
Crores,ISGEC Heavy Engineering Limited,Engineering - Heavy,Equity,4185591.0,0.78,518.2599,
Crores,Sundram Fasteners Limited,Consumer Discretionary,Equity,5025211.0,0.78,521.7174,
Crores,Affle 3i Limited,Entertainment & Media,Equity,2587622.0,0.78,517.0845,
Crores,TD Power Systems Limited,Engineering - Heavy,Equity,10278244.0,0.77,513.3983,
Crores,Axis Bank Limited,Financials,Equity,4177976.0,0.75,501.0229,
Crores,Gokaldas Exports Limited,Consumer Discretionary,Equity,5394102.0,0.73,485.658,
Crores,TBO Tek Limited,IT Consulting & Software,Equity,3427297.0,0.72,479.7188,
Crores,Sundaram Finance Holdings Limited,Financials,Equity,8848989.0,0.71,472.6687,
Crores,HDFC Life Insurance Company Limited,Financials,Equity,5739968.0,0.7,467.4056,
Crores,Central Depository Services (India) Limited,Financials,Equity,2539226.0,0.68,455.5371,
Crores,The Ramco Cements Limited,Materials,Equity,4221314.0,0.68,453.8757,
Crores,Kalpataru Projects International Limited,Utilities,Equity,3622814.0,0.67,444.5917,
Crores,Sai Life Sciences Limited,Pharmaceuticals,Equity,5772731.0,0.67,446.5207,
Crores,Ajanta Pharma Limited,Health Care,Equity,1674471.0,0.65,431.0256,
Crores,Inox Wind Limited,Industrials,Equity,24775152.0,0.65,434.4075,
Crores,Coal India Limited,Materials,Equity,10965000.0,0.65,429.7732,
Crores,Hindustan Aeronautics Limited,Aerospace & Defense,Equity,862972.0,0.63,420.2501,
Crores,Hindustan Unilever Limited,Consumer Staples,Equity,1835009.0,0.63,421.0612,
Crores,Aditya Birla Real Estate Limited,Materials,Equity,1721623.0,0.63,419.3529,
Crores,Vardhman Textiles Limited,Textiles - Spinning - Cotton Blended,Equity,8233440.0,0.62,412.1248,
Crores,Timken India Limited,Industrials,Equity,1184218.0,0.62,414.275,
Crores,Tejas Networks Limited,Communication Services,Equity,5763697.0,0.62,411.8738,
Crores,NIIT Learning Systems Limited,Education - Coaching/Study Material/Others,Equity,12204308.0,0.62,409.8207,
Crores,Procter & Gamble Health Limited,Health Care,Equity,692659.0,0.61,407.3181,
Crores,Vedanta Limited,Materials,Equity,8863636.0,0.61,408.4807,
Crores,Tata Consumer Products Limited,Consumer Staples,Equity,3658686.0,0.6,402.053,
Crores,K.P.R. Mill Limited,Textiles - Spinning - Cotton Blended,Equity,3439873.0,0.59,392.4895,
Crores,eMudhra Limited,IT Enabled Services,Equity,5083786.0,0.59,390.3585,
Crores,Fine Organic Industries Limited,Materials,Equity,785023.0,0.58,384.7869,
Crores,ION Exchange (India) Limited,Engineering - General,Equity,7161360.0,0.58,389.0051,
Crores,Vishal Mega Mart Limited,Retail - Departmental Stores,Equity,28385690.0,0.57,380.3115,
Crores,Birla Corporation Limited,Materials,Equity,2812453.0,0.57,377.5437,
Crores,Mas Financial Services Limited,Financials,Equity,11938609.0,0.55,367.7689,
Crores,Cyient Limited,Information Technology,Equity,2850983.0,0.55,367.3777,
Crores,Genus Power Infrastructures Limited,Information Technology,Equity,9589956.0,0.54,357.5136,
Crores,Bayer Cropscience Limited,Materials,Equity,559898.0,0.53,352.4278,
Crores,Crompton Greaves Consumer Electricals Limited,Consumer Discretionary,Equity,9924410.0,0.53,352.4654,
Crores,Jyothy Labs Limited,Consumer Staples,Equity,10204516.0,0.53,353.2293,
Crores,InterGlobe Aviation Limited,Industrials,Equity,592560.0,0.53,354.1435,
Crores,Krishna Institute Of Medical Sciences Limited,Hospitals & Medical Services,Equity,5125000.0,0.52,345.22,
Crores,RBL Bank Limited,Financials,Equity,13819135.0,0.52,343.3779,
Crores,Galaxy Surfactants Limited,Materials,Equity,1290749.0,0.51,337.7503,
Crores,Persistent Systems Limited,IT Consulting & Software,Equity,550028.0,0.5,332.2994,
Crores,Gland Pharma Limited,Pharmaceuticals,Equity,1780371.0,0.49,326.4488,
Crores,Blue Star Limited,Consumer Discretionary,Equity,2002468.0,0.49,327.5237,
Crores,Voltas Limited,Consumer Discretionary,Equity,2496994.0,0.49,328.13,
Crores,Hitachi Energy India Limited,Electric Equipment - Switchgear/Circuit Breaker,Equity,158948.0,0.48,318.0073,
Crores,Avalon Technologies Limited,Consumer Electronics,Equity,3789162.0,0.48,319.5779,
Crores,Styrenix Performance Materials Limited,Materials,Equity,995981.0,0.48,320.6262,
Crores,Kirloskar Oil Engines Limited,Industrials,Equity,3780458.0,0.48,321.7359,
Crores,Tata Power Company Limited,Utilities,Equity,7707138.0,0.47,312.4859,
Crores,Carborundum Universal Limited,Industrials,Equity,3265582.0,0.47,315.2756,
Crores,Sapphire Foods India Limited,"Hotels, Resorts & Restaurants",Equity,9282220.0,0.46,305.1994,
Crores,Bharat Dynamics Limited,Aerospace & Defense,Equity,1526498.0,0.45,296.6291,
Crores,Indigo Paints Limited,Paints/Varnishes,Equity,2600000.0,0.45,302.172,
Crores,Lumax Auto Technologies Limited,Consumer Discretionary,Equity,2500000.0,0.44,294.025,
Crores,Finolex Cables Limited,Industrials,Equity,2918506.0,0.43,285.8968,
Crores,The Indian Hotels Company Limited,Consumer Discretionary,Equity,3574222.0,0.41,271.7481,
Crores,Samvardhana Motherson International Limited,Consumer Discretionary,Equity,17737368.0,0.41,274.6277,
Crores,Honda India Power Products Limited,Industrials,Equity,894730.0,0.4,263.8738,
Crores,CARE Ratings Limited,Financials,Equity,1476822.0,0.4,264.0853,
Crores,Linde India Limited,Materials,Equity,400000.0,0.4,266.22,
Crores,Jtekt India Limited,Consumer Discretionary,Equity,18352763.0,0.4,267.0878,
Crores,Kaynes Technology India Limited,Electronics - Equipment/Components,Equity,438322.0,0.4,267.1573,
Crores,Praj Industries Limited,Industrials,Equity,5051724.0,0.39,257.057,
Crores,RITES Limited,Industrials,Equity,9200000.0,0.39,257.6,
Crores,PG Electroplast Limited,Consumer Electronics,Equity,3451480.0,0.39,260.4659,
Crores,Gujarat Fluorochemicals Limited,Chemicals - Speciality,Equity,697686.0,0.38,253.3158,
Crores,Craftsman Automation Limited,Engineering - General,Equity,454042.0,0.38,252.9241,
Crores,Rategain Travel Technologies Limited,IT Consulting & Software,Equity,5314611.0,0.37,243.1435,
Crores,Century Plyboards (India) Limited,Materials,Equity,3274464.0,0.37,248.8593,
Crores,Kajaria Ceramics Limited,Industrials,Equity,2257699.0,0.37,244.0573,
Crores,H.G. Infra Engineering Limited,Real Estate,Equity,2214923.0,0.36,238.7687,
Crores,Aavas Financiers Limited,Financials,Equity,1113911.0,0.35,233.0859,
Crores,Aarti Industries Limited,Materials,Equity,4813495.0,0.35,230.783,
Crores,Grindwell Norton Limited,Industrials,Equity,1333272.0,0.35,230.5494,
Crores,Chambal Fertilizers & Chemicals Limited,Materials,Equity,4057980.0,0.34,229.3773,
Crores,City Union Bank Limited,Financials,Equity,10250670.0,0.34,224.1924,
Crores,Astra Microwave Products Limited,Information Technology,Equity,2200000.0,0.34,228.316,
Crores,Orient Electric Limited,Consumer Discretionary,Equity,9974228.0,0.34,223.4826,
Crores,Deepak Nitrite Limited,Materials,Equity,1090010.0,0.33,216.5959,
Crores,CIE Automotive India Limited,Consumer Discretionary,Equity,4966784.0,0.33,220.0782,
Crores,Bajaj Electricals Limited,Consumer Discretionary,Equity,3101138.0,0.32,213.5134,
Crores,Allied Blenders And Distillers Limited,Beverages & Distilleries,Equity,4937158.0,0.32,212.7668,
Crores,Zensar Technologies Limited,Information Technology,Equity,2496604.0,0.32,210.3514,
Crores,Aditya Birla Sun Life AMC Limited,Finance - Mutual Funds,Equity,2700000.0,0.32,215.9595,
Crores,Bajaj Consumer Care Limited,Consumer Staples,Equity,9856020.0,0.31,206.1978,
Crores,Syngene International Limited,Health Care,Equity,3218932.0,0.31,205.6576,
Crores,Delhivery Limited,Logistics - Warehousing/Supply Chain/Others,Equity,5367117.0,0.31,205.4532,
Crores,ICRA Limited,Financials,Equity,303188.0,0.31,205.228,
Crores,Narayana Hrudayalaya Limited,Health Care,Equity,944173.0,0.31,204.9233,
Crores,Brigade Enterprises Limited,Real Estate,Equity,1832799.0,0.31,203.404,
Crores,FDC Limited,Health Care,Equity,4275331.0,0.31,208.4224,
Crores,TTK Prestige Limited,Domestic Appliances,Equity,3356450.0,0.31,209.56,
Crores,Texmaco Rail & Engineering Limited,Industrials,Equity,11408783.0,0.3,200.8402,
Crores,V.S.T Tillers Tractors Limited,Industrials,Equity,543691.0,0.3,199.3226,
Crores,Asahi India Glass Limited,Consumer Discretionary,Equity,2616999.0,0.3,198.6695,
Crores,Schaeffler India Limited,Bearings,Equity,484271.0,0.29,195.999,
Crores,Metropolis Healthcare Limited,Hospitals & Medical Services,Equity,1145336.0,0.29,195.4172,
Crores,UTI Asset Management Company Limited,Finance - Mutual Funds,Equity,1509207.0,0.29,194.8084,
Crores,CESC Limited,Power - Generation/Distribution,Equity,11188202.0,0.29,192.1574,
Crores,Navin Fluorine International Limited,Materials,Equity,396905.0,0.29,191.3122,
Crores,PVR INOX Limited,Communication Services,Equity,1964676.0,0.29,190.5932,
Crores,Castrol India Limited,Materials,Equity,8368798.0,0.28,185.5614,
Crores,Ambuja Cements Limited,Materials,Equity,3250000.0,0.28,187.6713,
Crores,Thyrocare Technologies Limited,Health Care,Equity,1900224.0,0.28,188.2172,
Crores,Dr. Lal Path Labs Limited,Health Care,Equity,645485.0,0.27,180.497,
Crores,Jindal Saw Limited,Steel - Tubes/Pipes,Equity,7567590.0,0.27,182.2124,
Crores,Schloss Bangalore Limited,"Hotels, Resorts & Restaurants",Equity,4504072.0,0.27,182.4825,
Crores,Lemon Tree Hotels Limited,Consumer Discretionary,Equity,13032739.0,0.27,182.6017,
Crores,West Coast Paper Mills Limited,Materials,Equity,3359187.0,0.26,169.9245,
Crores,Godrej Agrovet Limited,Consumer Staples,Equity,2240862.0,0.26,175.1234,
Crores,Harsha Engineers International Limited,Domestic Appliances,Equity,4136864.0,0.26,175.5271,
Crores,Esab India Limited,Industrials,Equity,326882.0,0.25,168.573,
Crores,JB Chemicals & Pharmaceuticals Limited,Pharmaceuticals,Equity,991107.0,0.25,166.4366,
Crores,Vindhya Telelinks Limited,Communication Services,Equity,975698.0,0.25,166.981,
Crores,Doms Industries Limited,Printing/Publishing/Stationery,Equity,650911.0,0.25,164.01,
Crores,G R Infraprojects Limited,Infrastructure - General,Equity,1191114.0,0.24,157.0484,
Crores,CreditAccess Grameen Limited,Financials,Equity,1334795.0,0.24,161.4702,
Crores,Vesuvius India Limited,Refractories,Equity,2880000.0,0.24,159.12,
Crores,KEC International Limited,Industrials,Equity,1730868.0,0.24,158.9716,
Crores,Acme Solar Holdings Ltd,Power - Transmission/Equipment,Equity,6350264.0,0.24,158.2486,
Crores,Infosys Limited,Information Technology,Equity,987796.0,0.24,158.2252,
Crores,Union Bank of India,Financials,Equity,9861558.0,0.23,151.4735,
Crores,Just Dial Limited,Communication Services,Equity,1627157.0,0.23,151.1629,
Crores,NIIT Limited,Consumer Discretionary,Equity,11111066.0,0.22,145.1661,
Crores,FSN E-Commerce Ventures Limited,E-Commerce/E-Retail,Equity,6994008.0,0.22,145.7481,
Crores,MTAR Technologies Limited,Aerospace & Defense,Equity,926158.0,0.22,146.9442,
Crores,Data Patterns (India) Limited,Aerospace & Defense,Equity,508571.0,0.22,147.5212,
Crores,Sandhar Technologies Limited,Consumer Discretionary,Equity,2562265.0,0.21,137.7986,
Crores,LMW Limited,Industrials,Equity,84041.0,0.21,140.4073,
Crores,Sanofi India Limited,Health Care,Equity,213992.0,0.2,136.345,
Crores,Can Fin Homes Limited,Financials,Equity,1644260.0,0.2,130.3734,
Crores,Vedant Fashions Limited,Retail - Apparel/Accessories,Equity,1628500.0,0.2,132.1121,
Crores,Automotive Axles Limited,Consumer Discretionary,Equity,759930.0,0.2,136.0427,
Crores,Max Estates Limited,Realty,Equity,2510461.0,0.19,125.5984,
Crores,NTPC Green Energy Limited,Power - Generation/Distribution,Equity,12000000.0,0.19,125.628,
Crores,Birlasoft Limited,Information Technology,Equity,2901558.0,0.19,125.7825,
Crores,Protean eGov Technologies Limited,IT Enabled Services,Equity,1454140.0,0.19,127.6808,
Crores,Raymond Realty Limited,Realty,Equity,1238343.0,0.19,128.701,
Crores,Sonata Software Limited,Information Technology,Equity,3158666.0,0.19,129.5211,
Crores,Raymond Lifestyle Limited,Retail - Apparel/Accessories,Equity,990674.0,0.19,129.6792,
Crores,Sudarshan Chemical Industries Limited,Materials,Equity,969425.0,0.18,119.5689,
Crores,Afcons Infrastructure Limited,"Construction, Contracting & Engineering",Equity,2754237.0,0.18,120.4841,
Crores,Rainbow Childrens Medicare Limited,Hospitals & Medical Services,Equity,785051.0,0.18,122.625,
Crores,Sanofi Consumer Healthcare India Limited,Chemicals - Speciality,Equity,213992.0,0.18,121.8898,
Crores,Aditya Birla Lifestyle Brands Limited,Retail - Apparel/Accessories,Equity,7755029.0,0.18,121.816,
Crores,Belrise Industries Ltd.,Auto Parts & Accessories,Equity,10728130.0,0.17,112.817,
Crores,Mishra Dhatu Nigam Limited,Materials,Equity,2589175.0,0.17,112.6291,
Crores,Sumitomo Chemical India Limited,Agro Chemicals/Pesticides,Equity,2076756.0,0.17,109.985,
Crores,LG Balakrishnan & Bros Limited,Industrials,Equity,890918.0,0.17,116.2292,
Crores,Honeywell Automation India Limited,Information Technology,Equity,26553.0,0.16,104.4993,
Crores,Greenlam Industries Limited,Plywood/Laminates,Equity,4422876.0,0.16,105.5962,
Crores,Blue Dart Express Limited,Industrials,Equity,163428.0,0.16,104.4223,
Crores,Campus Activewear Limited,Footwears,Equity,3732265.0,0.16,104.3168,
Crores,Go Fashion (India) Limited,Retail - Apparel/Accessories,Equity,1223364.0,0.16,108.2432,
Crores,Sansera Engineering Limited,Engineering - General,Equity,778235.0,0.16,107.3731,
Crores,PNC Infratech Limited,Industrials,Equity,3282291.0,0.15,101.2915,
Crores,Rallis India Limited,Materials,Equity,2956574.0,0.14,95.7782,
Crores,KPIT Technologies Limited,IT Consulting & Software,Equity,743419.0,0.14,93.5741,
Crores,Subros Ltd,Consumer Discretionary,Equity,968256.0,0.14,92.6718,
Crores,RHI Magnesita India Limited,Materials,Equity,1984176.0,0.14,94.4468,
Crores,Bank of Baroda,Financials,Equity,3799967.0,0.14,94.5356,
Crores,Fineotex Chemical Limited,Materials,Equity,3406647.0,0.14,95.2771,
Crores,JK Lakshmi Cement Limited,Materials,Equity,1063054.0,0.14,95.6164,
Crores,Dr. Reddy's Laboratories Limited,Pharmaceuticals,Equity,708038.0,0.14,90.8625,
Crores,Equitas Small Finance Bank Limited,Finance - Banks - Private Sector,Equity,13492951.0,0.14,90.5512,
Crores,Raymond Limited,Consumer Discretionary,Equity,1238343.0,0.13,87.8481,
Crores,Kirloskar Ferrous Industries Limited,Materials,Equity,1532554.0,0.13,88.8881,
Crores,HDB Financial Services Limited,Finance & Investments,Equity,1140960.0,0.13,84.431,
Crores,Premier Energies Limited,Electric Equipment - General,Equity,796635.0,0.13,84.5309,
Crores,Archean Chemical Industries Limited,Chemicals - Inorganic - Others,Equity,1373373.0,0.13,86.8796,
Crores,Stanley Lifestyles Limited,"Furniture, Furnishing & Flooring",Equity,2526912.0,0.13,87.2164,
Crores,Landmark Cars Limited,Auto - Dealers/Servicing,Equity,1510190.0,0.12,78.6205,
Crores,Indoco Remedies Limited,Health Care,Equity,2594559.0,0.12,82.4032,
Crores,Polyplex Corporation Limited,Materials,Equity,657517.0,0.12,79.645,
Crores,Seamec Limited,Energy,Equity,911479.0,0.12,78.4875,
Crores,SIS Limited,Services - Others,Equity,2190150.0,0.12,81.1013,
Crores,Venus Pipes And Tubes Limited,Steel - Tubes/Pipes,Equity,600000.0,0.12,81.816,
Crores,Sharda Motor Industries Ltd.,Auto Ancl - Others,Equity,414670.0,0.12,77.9414,
Crores,Bajel Projects Limited,Engineering - General,Equity,3152081.0,0.11,75.1362,
Crores,Pokarna Limited,Materials,Equity,738645.0,0.11,74.4923,
Crores,JK Tyre & Industries Limited,Consumer Discretionary,Equity,2072598.0,0.11,73.8881,
Crores,Apeejay Surrendra Park Hotels Limited,"Hotels, Resorts & Restaurants",Equity,4256457.0,0.11,70.4614,
Crores,Indiamart Intermesh Limited,Internet & Catalogue Retail,Equity,258952.0,0.1,67.2757,
Crores,Clean Science and Technology Limited,Chemicals - Speciality,Equity,437324.0,0.1,64.0942,
Crores,Divgi Torqtransfer Systems Limited,Auto Ancl - Others,Equity,1152910.0,0.1,69.6012,
Crores,Aditya Birla Fashion and Retail Limited,Consumer Discretionary,Equity,7755029.0,0.09,58.1627,
Crores,Cyient Dlm Ltd,Electronics - Equipment/Components,Equity,1256139.0,0.09,59.6289,
Crores,Sanathan Textiles Limited,Textiles - General,Equity,1243351.0,0.09,59.7057,
Crores,Aeroflex Industries Limited,Steel - General,Equity,2931354.0,0.09,62.3675,
Crores,3M India Limited,Industrials,Equity,18138.0,0.08,51.6933,
Crores,Sheela Foam Limited,Consumer Discretionary,Equity,761096.0,0.08,55.305,
Crores,Gabriel India Limited,Consumer Discretionary,Equity,696587.0,0.07,48.9213,
Crores,Bata India Limited,Consumer Discretionary,Equity,357752.0,0.07,43.6887,
Crores,P N Gadgil Jewellers Limited,"Gems, Jewellery & Precious Metals",Equity,768920.0,0.07,44.6512,
Crores,Astec LifeSciences Limited,Materials,Equity,461009.0,0.06,42.6272,
Crores,R K Swamy Ltd,Advertising & Media Agency,Equity,2114659.0,0.06,40.3773,
Crores,Wonderla Holidays Limited,Consumer Discretionary,Equity,625354.0,0.06,39.8601,
Crores,Rishabh Instruments Ltd,Electric Equipment - General,Equity,1346725.0,0.06,39.6947,
Crores,Capital Small Finance Bank Limited,Finance - Banks - Private Sector,Equity,1339521.0,0.06,39.2212,
Crores,Jindal Steel & Power Limited,Materials,Equity,405199.0,0.06,38.1576,
Crores,Ceigall India Ltd,Infrastructure - General,Equity,1386080.0,0.05,35.1039,
Crores,Rolex Rings Limited,Forgings,Equity,176125.0,0.04,28.3702,
Crores,Credo Brands Marketing Limited,Retail - Apparel/Accessories,Equity,1591195.0,0.04,26.6064,
Crores,Netweb Technologies India Limited,IT Equipments & Peripherals,Equity,125776.0,0.03,23.2082,
Crores,Cash Margin - CCIL,,Cash,0.0,0.02,11.1914,
Crores,JNK India Limited,Engineering - Heavy,Equity,385600.0,0.02,13.4478,
