Units (in Crores),Company Name,Sector,Type,Quantity,Weight (%),Market Price,Notes
Crores,Anand Rathi Wealth Limited,Finance & Investments,Equity,4352.0,0.21,0.9399,
Crores,IndusInd Bank Limited,Financials,Equity,10853.0,0.21,0.9465,
Crores,Adani Power Limited,Utilities,Equity,16169.0,0.21,0.9471,
Crores,The Jammu & Kashmir Bank Limited,Financials,Equity,81865.0,0.21,0.9484,
Crores,Dalmia Bharat Limited,Materials,Equity,4300.0,0.21,0.9493,
Crores,Bank of Maharashtra,Financials,Equity,165855.0,0.21,0.9472,
Crores,Vedanta Limited,Materials,Equity,20378.0,0.21,0.9391,
Crores,Jio Financial Services Limited,Non-Banking Financial Company (NBFC),Equity,29693.0,0.21,0.9702,
Crores,Hindustan Copper Limited,Materials,Equity,34742.0,0.21,0.9703,
Crores,Karur Vysya Bank Limited,Financials,Equity,36304.0,0.21,0.9713,
Crores,Apar Industries Limited,Industrials,Equity,1114.0,0.21,0.9716,
Crores,RBL Bank Limited,Financials,Equity,38206.0,0.21,0.9493,
Crores,Laurus Labs Limited,Pharmaceuticals,Equity,13443.0,0.21,0.9744,
Crores,Shree Cement Limited,Materials,Equity,310.0,0.21,0.9619,
Crores,Alembic Pharmaceuticals Limited,Health Care,Equity,9266.0,0.21,0.9628,
Crores,Bharat Dynamics Limited,Aerospace & Defense,Equity,4962.0,0.21,0.9642,
Crores,Hindustan Petroleum Corporation Limited,Energy,Equity,22065.0,0.21,0.9666,
Crores,UCO Bank,Financials,Equity,298803.0,0.21,0.9681,
Crores,TBO Tek Limited,IT Consulting & Software,Equity,6921.0,0.21,0.9687,
Crores,Dixon Technologies (India) Limited,Consumer Electronics,Equity,636.0,0.21,0.9529,
Crores,Castrol India Limited,Materials,Equity,42622.0,0.21,0.9451,
Crores,InterGlobe Aviation Limited,Industrials,Equity,1597.0,0.21,0.9544,
Crores,Redington Limited,Information Technology,Equity,29340.0,0.21,0.9546,
Crores,Rainbow Childrens Medicare Limited,Hospitals & Medical Services,Equity,6118.0,0.21,0.9556,
Crores,Poonawalla Fincorp Limited,Financials,Equity,20529.0,0.21,0.9568,
Crores,Deepak Fertilizers and Petrochemicals Corporation Limited,Materials,Equity,5605.0,0.21,0.957,
Crores,SBFC Finance Limited,Non-Banking Financial Company (NBFC),Equity,84491.0,0.21,0.9474,
Crores,Sundaram Finance Limited,Financials,Equity,1827.0,0.21,0.9452,
Crores,EID Parry India Limited,Consumer Staples,Equity,8536.0,0.21,0.9475,
Crores,JSW Holdings Limited,Financials,Equity,425.0,0.21,0.9573,
Crores,PTC Industries Limited,Materials,Equity,604.0,0.21,0.9404,
Crores,Sundram Fasteners Limited,Consumer Discretionary,Equity,9128.0,0.21,0.9477,
Crores,Shriram Finance Limited,Non-Banking Financial Company (NBFC),Equity,13340.0,0.21,0.9429,
Crores,Union Bank of India,Financials,Equity,62411.0,0.21,0.9586,
Crores,Alok Industries Limited,Textiles - Weaving,Equity,460661.0,0.21,0.9407,
Crores,Bharti Hexacom Limited,Telecom Services,Equity,4818.0,0.21,0.9408,
Crores,Coromandel International Limited,Materials,Equity,3824.0,0.21,0.958,
Crores,Syrma SGS Technology Limited,Electronics - Equipment/Components,Equity,16713.0,0.21,0.948,
Crores,SRF Limited,Consumer Discretionary,Equity,2924.0,0.21,0.948,
Crores,Suzlon Energy Limited,Industrials,Equity,140017.0,0.21,0.9482,
Crores,Reliance Power Limited,Utilities,Equity,134920.0,0.21,0.9484,
Crores,Usha Martin Limited,Materials,Equity,26779.0,0.21,0.9817,
Crores,Kirloskar Brothers Limited,Industrials,Equity,4167.0,0.21,0.9823,
Crores,Adani Green Energy Limited,Utilities,Equity,9179.0,0.21,0.9414,
Crores,Jindal Stainless Limited,Materials,Equity,13370.0,0.21,0.9427,
Crores,Zen Technologies Limited,Information Technology,Equity,4752.0,0.21,0.9415,
Crores,Gujarat Fluorochemicals Limited,Chemicals - Speciality,Equity,2596.0,0.21,0.9426,
Crores,Techno Electric & Engineering Company Limited,Industrials,Equity,5988.0,0.21,0.9581,
Crores,Gujarat Gas Limited,Utilities,Equity,19709.0,0.2,0.9358,
Crores,Schneider Electric Infrastructure Limited,Industrials,Equity,11242.0,0.2,0.9358,
Crores,Data Patterns (India) Limited,Aerospace & Defense,Equity,3227.0,0.2,0.9361,
Crores,GlaxoSmithKline Pharmaceuticals Limited,Health Care,Equity,2764.0,0.2,0.9365,
Crores,Gillette India Limited,Consumer Staples,Equity,859.0,0.2,0.9371,
Crores,Bank of Baroda,Financials,Equity,37672.0,0.2,0.9372,
Crores,NMDC Steel Limited,Iron & Steel,Equity,228171.0,0.2,0.9353,
Crores,Bharat Electronics Limited,Information Technology,Equity,22179.0,0.2,0.9348,
Crores,GAIL (India) Limited,Utilities,Equity,48951.0,0.2,0.9342,
Crores,Route Mobile Limited,IT Enabled Services,Equity,9125.0,0.2,0.9342,
Crores,HDFC Life Insurance Company Limited,Financials,Equity,11471.0,0.2,0.9341,
Crores,Adani Energy Solutions Limited,Utilities,Equity,10593.0,0.2,0.934,
Crores,Adani Ports and Special Economic Zone Limited,Industrials,Equity,6465.0,0.2,0.9376,
Crores,Premier Energies Limited,Electric Equipment - General,Equity,8838.0,0.2,0.9378,
Crores,Kaynes Technology India Limited,Electronics - Equipment/Components,Equity,1539.0,0.2,0.938,
Crores,Indian Bank,Financials,Equity,14509.0,0.2,0.9336,
Crores,ICICI Prudential Life Insurance Company Limited,Financials,Equity,14190.0,0.2,0.9336,
Crores,Adani Enterprises Limited,Industrials,Equity,3564.0,0.2,0.9336,
Crores,ITI Limited,Communication Services,Equity,27718.0,0.2,0.9331,
Crores,Maharashtra Seamless Limited,Industrials,Equity,12227.0,0.2,0.9328,
Crores,Solar Industries India Limited,Materials,Equity,530.0,0.2,0.9327,
Crores,Sumitomo Chemical India Limited,Agro Chemicals/Pesticides,Equity,17605.0,0.2,0.9324,
Crores,Power Finance Corporation Limited,Financials,Equity,21811.0,0.2,0.9322,
Crores,Indian Oil Corporation Limited,Energy,Equity,63431.0,0.2,0.9322,
Crores,BIKAJI FOODS INTERNATIONAL LIMITED,Food Processing & Packaging,Equity,12586.0,0.2,0.932,
Crores,Valor Estate Limited,Real Estate,Equity,39737.0,0.2,0.9318,
Crores,Kansai Nerolac Paints Limited,Materials,Equity,36947.0,0.2,0.9316,
Crores,Eris Lifesciences Limited,Health Care,Equity,5532.0,0.2,0.9315,
Crores,ACC Limited,Materials,Equity,4857.0,0.2,0.9312,
Crores,Mphasis Limited,Information Technology,Equity,3272.0,0.2,0.931,
Crores,Divi's Laboratories Limited,Health Care,Equity,1367.0,0.2,0.9309,
Crores,HEG Limited,Electrodes - Graphite,Equity,18240.0,0.2,0.9302,
Crores,Multi Commodity Exchange of India Limited,Financials,Equity,1040.0,0.2,0.9302,
Crores,One 97 Communications Limited,Financial Technologies (Fintech),Equity,10066.0,0.2,0.9301,
Crores,Krishna Institute Of Medical Sciences Limited,Hospitals & Medical Services,Equity,13807.0,0.2,0.93,
Crores,Aditya Birla Real Estate Limited,Materials,Equity,3818.0,0.2,0.93,
Crores,Siemens Limited,Industrials,Equity,2860.0,0.2,0.9299,
Crores,Power Grid Corporation of India Limited,Utilities,Equity,31007.0,0.2,0.9299,
Crores,Timken India Limited,Industrials,Equity,2658.0,0.2,0.9298,
Crores,Ambuja Cements Limited,Materials,Equity,16099.0,0.2,0.9296,
Crores,BASF India Limited,Materials,Equity,1800.0,0.2,0.9293,
Crores,The Ramco Cements Limited,Materials,Equity,8636.0,0.2,0.9285,
Crores,Century Plyboards (India) Limited,Materials,Equity,12216.0,0.2,0.9284,
Crores,Shyam Metalics and Energy Limited,Iron & Steel,Equity,10666.0,0.2,0.9284,
Crores,Jubilant Ingrevia Limited,Agricultural Products,Equity,12171.0,0.2,0.9282,
Crores,Bosch Limited,Consumer Discretionary,Equity,284.0,0.2,0.9281,
Crores,Hindalco Industries Limited,Materials,Equity,13389.0,0.2,0.9277,
Crores,Gland Pharma Limited,Pharmaceuticals,Equity,5059.0,0.2,0.9276,
Crores,Max Healthcare Institute Limited,Hospitals & Medical Services,Equity,7269.0,0.2,0.9275,
Crores,Gujarat State Petronet Limited,Utilities,Equity,28144.0,0.2,0.9275,
Crores,Aadhar Housing Finance Limited,Finance - Housing,Equity,20398.0,0.2,0.9273,
Crores,Schaeffler India Limited,Bearings,Equity,2291.0,0.2,0.9272,
Crores,JM Financial Limited,Financials,Equity,58189.0,0.2,0.9272,
Crores,UNO Minda Limited,Consumer Discretionary,Equity,8396.0,0.2,0.9272,
Crores,Intellect Design Arena Limited,Information Technology,Equity,8067.0,0.2,0.9268,
Crores,Steel Authority of India Limited,Materials,Equity,70216.0,0.2,0.9268,
Crores,Kalyan Jewellers India Limited,"Gems, Jewellery & Precious Metals",Equity,16667.0,0.2,0.9264,
Crores,Apollo Hospitals Enterprise Limited,Health Care,Equity,1279.0,0.2,0.9263,
Crores,Central Depository Services (India) Limited,Financials,Equity,5163.0,0.2,0.9262,
Crores,JSW Energy Limited,Utilities,Equity,17739.0,0.2,0.9262,
Crores,Aditya Birla Sun Life AMC Limited,Finance - Mutual Funds,Equity,11571.0,0.2,0.9255,
Crores,MRF Limited,Consumer Discretionary,Equity,65.0,0.2,0.9253,
Crores,Jyothy Labs Limited,Consumer Staples,Equity,26716.0,0.2,0.9248,
Crores,Asian Paints Limited,Materials,Equity,3950.0,0.2,0.9247,
Crores,DCM Shriram Limited,Materials,Equity,7501.0,0.2,0.9247,
Crores,Inox India Limited,Engineering - General,Equity,7514.0,0.2,0.9242,
Crores,SKF India Limited,Industrials,Equity,1919.0,0.2,0.9242,
Crores,Mahanagar Gas Limited,Utilities,Equity,6230.0,0.2,0.924,
Crores,Page Industries Limited,Consumer Discretionary,Equity,187.0,0.2,0.924,
Crores,Bharat Forge Limited,Materials,Equity,7063.0,0.2,0.9239,
Crores,Ashok Leyland Limited,Industrials,Equity,36817.0,0.2,0.9238,
Crores,Vardhman Textiles Limited,Textiles - Spinning - Cotton Blended,Equity,18455.0,0.2,0.9238,
Crores,Nestle India Limited,Food Processing & Packaging,Equity,3746.0,0.2,0.9235,
Crores,State Bank of India,Financials,Equity,11257.0,0.2,0.9235,
Crores,National Aluminium Company Limited,Materials,Equity,47919.0,0.2,0.9234,
Crores,Britannia Industries Limited,Consumer Staples,Equity,1578.0,0.2,0.9233,
Crores,Welspun Living Limited,Consumer Discretionary,Equity,64411.0,0.2,0.9233,
Crores,Five Star Business Finance Limited,Non-Banking Financial Company (NBFC),Equity,11960.0,0.2,0.9231,
Crores,Marico Limited,Consumer Staples,Equity,12776.0,0.2,0.9229,
Crores,Tejas Networks Limited,Communication Services,Equity,12913.0,0.2,0.9228,
Crores,Elecon Engineering Company Limited,Engineering - Heavy,Equity,14092.0,0.2,0.9226,
Crores,Cummins India Limited,Industrials,Equity,2714.0,0.2,0.9226,
Crores,Navin Fluorine International Limited,Materials,Equity,1914.0,0.2,0.9226,
Crores,PNB Housing Finance Limited,Financials,Equity,8315.0,0.2,0.9225,
Crores,Trident Limited,Textiles - Spinning - Cotton Blended,Equity,294407.0,0.2,0.9221,
Crores,Jindal Steel & Power Limited,Materials,Equity,9790.0,0.2,0.9219,
Crores,IPCA Laboratories Limited,Pharmaceuticals,Equity,6633.0,0.2,0.9219,
Crores,Coforge Limited,IT Consulting & Software,Equity,4790.0,0.2,0.9218,
Crores,IFCI Limited,Financials,Equity,141425.0,0.2,0.9217,
Crores,Canara Bank,Finance - Banks - Public Sector,Equity,81347.0,0.2,0.929,
Crores,The India Cements Limited,Materials,Equity,26936.0,0.2,0.9289,
Crores,UltraTech Cement Limited,Materials,Equity,768.0,0.2,0.9287,
Crores,Affle 3i Limited,Entertainment & Media,Equity,4647.0,0.2,0.9286,
Crores,Eternal Limited,E-Commerce/E-Retail,Equity,34791.0,0.2,0.919,
Crores,Gujarat Mineral Development Corporation Limited,Materials,Equity,22320.0,0.2,0.9187,
Crores,Central Bank of India,Financials,Equity,231634.0,0.2,0.9187,
Crores,Tata Motors Limited,Consumer Discretionary,Equity,13352.0,0.2,0.9186,
Crores,Titagarh Rail Systems Limited,Industrials,Equity,9742.0,0.2,0.9185,
Crores,Vijaya Diagnostic Centre Limited,Hospitals & Medical Services,Equity,9322.0,0.2,0.9185,
Crores,Cholamandalam Investment and Finance Company Ltd,Non-Banking Financial Company (NBFC),Equity,5598.0,0.2,0.9114,
Crores,CEAT Limited,Consumer Discretionary,Equity,2470.0,0.2,0.9099,
Crores,Sarda Energy & Minerals Limited,Steel - Sponge Iron,Equity,20522.0,0.2,0.9098,
Crores,IDFC First Bank Limited,Financials,Equity,124909.0,0.2,0.9098,
Crores,UTI Asset Management Company Limited,Finance - Mutual Funds,Equity,7048.0,0.2,0.9098,
Crores,NHPC Limited,Utilities,Equity,105989.0,0.2,0.9095,
Crores,REC Limited,Financials,Equity,22600.0,0.2,0.9094,
Crores,NLC India Limited,Materials,Equity,39491.0,0.2,0.9094,
Crores,Lemon Tree Hotels Limited,Consumer Discretionary,Equity,64898.0,0.2,0.9093,
Crores,Thermax Limited,Industrials,Equity,2615.0,0.2,0.8941,
Crores,The Great Eastern Shipping Company Limited,Energy,Equity,9134.0,0.2,0.8941,
Crores,Vishal Mega Mart Limited,Retail - Departmental Stores,Equity,67460.0,0.2,0.9038,
Crores,CCL Products (India) Limited,Consumer Staples,Equity,10636.0,0.2,0.9036,
Crores,AIA Engineering Limited,Industrials,Equity,2730.0,0.2,0.9036,
Crores,Granules India Limited,Health Care,Equity,18240.0,0.2,0.9034,
Crores,Chalet Hotels Limited,Consumer Discretionary,Equity,9803.0,0.2,0.9034,
Crores,RITES Limited,Industrials,Equity,32256.0,0.2,0.9032,
Crores,Transformers And Rectifiers (India) Limited,Industrials,Equity,18466.0,0.2,0.9031,
Crores,Voltas Limited,Consumer Discretionary,Equity,6870.0,0.2,0.9028,
Crores,Life Insurance Corporation Of India,Finance - Life Insurance,Equity,9469.0,0.2,0.9211,
Crores,Reliance Industries Limited,Energy,Equity,6138.0,0.2,0.9211,
Crores,Jubilant Pharmova Limited,Health Care,Equity,7607.0,0.2,0.9209,
Crores,Avenue Supermarts Limited,Consumer Discretionary,Equity,2106.0,0.2,0.9208,
Crores,Bharti Airtel Limited,Communication Services,Equity,4582.0,0.2,0.9208,
Crores,L&T Finance Limited,Financials,Equity,44692.0,0.2,0.9207,
Crores,Bajaj Finserv Limited,Holding Company,Equity,4477.0,0.2,0.9205,
Crores,Engineers India Limited,Industrials,Equity,38216.0,0.2,0.9203,
Crores,Deepak Nitrite Limited,Materials,Equity,4631.0,0.2,0.9202,
Crores,Indian Overseas Bank,Financials,Equity,236066.0,0.2,0.9202,
Crores,Indian Energy Exchange Limited,Utilities,Equity,47648.0,0.2,0.9201,
Crores,Godawari Power And Ispat limited,Steel - Sponge Iron,Equity,48578.0,0.2,0.92,
Crores,Nava Limited,Power - Generation/Distribution,Equity,15163.0,0.2,0.92,
Crores,Tata Steel Limited,Iron & Steel,Equity,57586.0,0.2,0.92,
Crores,Glenmark Pharmaceuticals Limited,Health Care,Equity,5245.0,0.2,0.9199,
Crores,Angel One Limited,Finance & Investments,Equity,3147.0,0.2,0.9198,
Crores,Godrej Agrovet Limited,Consumer Staples,Equity,11768.0,0.2,0.9197,
Crores,FSN E-Commerce Ventures Limited,E-Commerce/E-Retail,Equity,44116.0,0.2,0.9193,
Crores,Bank of India,Financials,Equity,77537.0,0.2,0.9193,
Crores,MMTC Limited,Industrials,Equity,126293.0,0.2,0.919,
Crores,HDFC Asset Management Company Limited,Financials,Equity,1769.0,0.2,0.9184,
Crores,Hindustan Zinc Limited,Materials,Equity,20371.0,0.2,0.9184,
Crores,Hitachi Energy India Limited,Electric Equipment - Switchgear/Circuit Breaker,Equity,459.0,0.2,0.9183,
Crores,JK Cement Limited,Materials,Equity,1493.0,0.2,0.9182,
Crores,Muthoot Finance Limited,Financials,Equity,3499.0,0.2,0.9181,
Crores,Craftsman Automation Limited,Engineering - General,Equity,1648.0,0.2,0.918,
Crores,Minda Corporation Limited,Consumer Discretionary,Equity,17602.0,0.2,0.9179,
Crores,GMR Airports Limited,Industrials,Equity,107752.0,0.2,0.9179,
Crores,Balkrishna Industries Limited,Consumer Discretionary,Equity,3753.0,0.2,0.9177,
Crores,Sai Life Sciences Limited,Pharmaceuticals,Equity,11863.0,0.2,0.9176,
Crores,Fortis Healthcare Limited,Health Care,Equity,11549.0,0.2,0.9176,
Crores,ABB India Limited,Industrials,Equity,1509.0,0.2,0.9175,
Crores,PNC Infratech Limited,Industrials,Equity,29732.0,0.2,0.9175,
Crores,Aarti Industries Limited,Materials,Equity,19137.0,0.2,0.9175,
Crores,Pfizer Limited,Health Care,Equity,1616.0,0.2,0.9175,
Crores,Petronet LNG Limited,Energy,Equity,30384.0,0.2,0.9173,
Crores,Indian Railway Catering And Tourism Corporation Limited,Tours & Travels,Equity,11733.0,0.2,0.9169,
Crores,CRISIL Limited,Financials,Equity,1516.0,0.2,0.9169,
Crores,Newgen Software Technologies Limited,Information Technology,Equity,7820.0,0.2,0.9163,
Crores,Alkem Laboratories Limited,Health Care,Equity,1855.0,0.2,0.9162,
Crores,Chennai Petroleum Corporation Limited,Energy,Equity,13484.0,0.2,0.9161,
Crores,Akums Drugs and Pharmaceuticals Limited,Pharmaceuticals,Equity,15649.0,0.2,0.9161,
Crores,Bharat Heavy Electricals Limited,Industrials,Equity,34393.0,0.2,0.9159,
Crores,Polycab India Limited,Cables - Power/Others,Equity,1398.0,0.2,0.9158,
Crores,Praj Industries Limited,Industrials,Equity,17997.0,0.2,0.9158,
Crores,Jupiter Wagons Limited,Industrials,Equity,23570.0,0.2,0.9155,
Crores,Mazagon Dock Shipbuilders Limited,Ship - Docks/Breaking/Repairs,Equity,2821.0,0.2,0.9152,
Crores,EIH Limited,Consumer Discretionary,Equity,24779.0,0.2,0.9152,
Crores,UPL Limited,Materials,Equity,13840.0,0.2,0.9152,
Crores,Pidilite Industries Limited,Materials,Equity,2996.0,0.2,0.9151,
Crores,Hindustan Aeronautics Limited,Aerospace & Defense,Equity,1879.0,0.2,0.915,
Crores,Atul Limited,Materials,Equity,1224.0,0.2,0.9149,
Crores,Tata Technologies Limited,IT Consulting & Software,Equity,12867.0,0.2,0.9148,
Crores,Aditya Birla Capital Limited,Financials,Equity,33070.0,0.2,0.9147,
Crores,Computer Age Management Services Limited,Finance & Investments,Equity,2132.0,0.2,0.9147,
Crores,Zydus Lifesciences Limited,Health Care,Equity,9239.0,0.2,0.9146,
Crores,Indian Railway Finance Corporation Limited,Finance - Term Lending Institutions,Equity,64526.0,0.2,0.9145,
Crores,Blue Dart Express Limited,Industrials,Equity,1431.0,0.2,0.9143,
Crores,Piramal Enterprises Limited,Health Care,Equity,7991.0,0.2,0.9143,
Crores,Mangalore Refinery and Petrochemicals Limited,Energy,Equity,63768.0,0.2,0.914,
Crores,Trent Limited,Consumer Discretionary,Equity,1470.0,0.2,0.914,
Crores,BEML Limited,Industrials,Equity,2025.0,0.2,0.9026,
Crores,Aditya Birla Fashion and Retail Limited,Consumer Discretionary,Equity,120336.0,0.2,0.9025,
Crores,AWL Agri Business Limited,Edible Oils & Solvent Extraction,Equity,34705.0,0.2,0.9022,
Crores,Action Construction Equipment Limited,Industrials,Equity,7403.0,0.2,0.9021,
Crores,Lupin Limited,Health Care,Equity,4654.0,0.2,0.9019,
Crores,Motilal Oswal Financial Services Limited,Financials,Equity,10364.0,0.2,0.9017,
Crores,General Insurance Corporation of India,Financials,Equity,23410.0,0.2,0.9016,
Crores,Swiggy Limited,E-Commerce/E-Retail,Equity,22518.0,0.2,0.9016,
Crores,Sona BLW Precision Forgings Limited,Forgings,Equity,18731.0,0.2,0.9016,
Crores,Bajaj Housing Finance Limited,Finance - Housing,Equity,73983.0,0.2,0.9015,
Crores,Crompton Greaves Consumer Electricals Limited,Consumer Discretionary,Equity,25380.0,0.2,0.9014,
Crores,Astral Limited,Industrials,Equity,5982.0,0.2,0.9014,
Crores,Triveni Turbine Limited,Industrials,Equity,14717.0,0.2,0.9013,
Crores,TVS Motor Company Limited,Consumer Discretionary,Equity,3088.0,0.2,0.9011,
Crores,Coal India Limited,Materials,Equity,22989.0,0.2,0.9011,
Crores,Sapphire Foods India Limited,"Hotels, Resorts & Restaurants",Equity,27403.0,0.2,0.901,
Crores,Anant Raj Limited,Real Estate,Equity,15905.0,0.2,0.9009,
Crores,ITC Limited,Consumer Staples,Equity,21631.0,0.2,0.9008,
Crores,3M India Limited,Industrials,Equity,316.0,0.2,0.9006,
Crores,JK Tyre & Industries Limited,Consumer Discretionary,Equity,25262.0,0.2,0.9006,
Crores,Shipping Corporation Of India Limited,Industrials,Equity,40236.0,0.2,0.9005,
Crores,Inox Wind Limited,Industrials,Equity,51357.0,0.2,0.9005,
Crores,R R Kabel Limited,Cables - Power/Others,Equity,6677.0,0.2,0.9005,
Crores,Shree Renuka Sugars Limited,Consumer Staples,Equity,271836.0,0.2,0.9003,
Crores,Home First Finance Company India Limited,Finance - Housing,Equity,6531.0,0.2,0.9003,
Crores,Jindal Saw Limited,Steel - Tubes/Pipes,Equity,37383.0,0.2,0.9001,
Crores,Motherson Sumi Wiring India Limited,Cables - Power/Others,Equity,150702.0,0.2,0.9,
Crores,Godrej Industries Limited,Materials,Equity,7221.0,0.2,0.8999,
Crores,BLS International Services Limited,Information Technology,Equity,24390.0,0.2,0.8999,
Crores,Afcons Infrastructure Limited,"Construction, Contracting & Engineering",Equity,20569.0,0.2,0.8998,
Crores,Emami Limited,Consumer Staples,Equity,15739.0,0.2,0.8996,
Crores,LIC Housing Finance Limited,Financials,Equity,14763.0,0.2,0.9136,
Crores,Jaiprakash Power Ventures Limited,Utilities,Equity,499220.0,0.2,0.9136,
Crores,Eicher Motors Limited,Auto - 2 & 3 Wheelers,Equity,1615.0,0.2,0.9135,
Crores,Vedant Fashions Limited,Retail - Apparel/Accessories,Equity,11260.0,0.2,0.9135,
Crores,NMDC Limited,Materials,Equity,130483.0,0.2,0.9134,
Crores,Graphite India Limited,Industrials,Equity,16131.0,0.2,0.9133,
Crores,V-Guard Industries Limited,Industrials,Equity,23582.0,0.2,0.9133,
Crores,Poly Medicure Limited,Health Care,Equity,4107.0,0.2,0.9132,
Crores,ICICI Bank Limited,Financials,Equity,6316.0,0.2,0.9132,
Crores,Larsen & Toubro Limited,Industrials,Equity,2488.0,0.2,0.913,
Crores,Honeywell Automation India Limited,Information Technology,Equity,232.0,0.2,0.913,
Crores,Alkyl Amines Chemicals Limited,Chemicals - Organic - Others,Equity,3855.0,0.2,0.9129,
Crores,Concord Biotech Limited,Pharmaceuticals,Equity,4962.0,0.2,0.9128,
Crores,Go Digit General Insurance Limited,Finance - Non Life Insurance,Equity,25355.0,0.2,0.9128,
Crores,Indus Towers Limited,Communication Services,Equity,21675.0,0.2,0.9127,
Crores,Whirlpool of India Limited,Consumer Discretionary,Equity,6513.0,0.2,0.9127,
Crores,NCC Limited,Industrials,Equity,39604.0,0.2,0.9127,
Crores,Mahindra & Mahindra Financial Services Limited,Financials,Equity,33806.0,0.2,0.9126,
Crores,Aurobindo Pharma Limited,Health Care,Equity,8040.0,0.2,0.9124,
Crores,AU Small Finance Bank Limited,Financials,Equity,11159.0,0.2,0.9122,
Crores,The Federal Bank Limited,Financials,Equity,42804.0,0.2,0.9122,
Crores,PCBL Chemical Limited,Carbon Black,Equity,21764.0,0.2,0.9117,
Crores,NTPC Limited,Utilities,Equity,27221.0,0.2,0.9116,
Crores,Biocon Limited,Health Care,Equity,25629.0,0.2,0.9116,
Crores,Max Financial Services Limited,Financials,Equity,5533.0,0.2,0.9113,
Crores,RailTel Corporation of India Limited,Telecom Services,Equity,21273.0,0.2,0.9113,
Crores,K.P.R. Mill Limited,Textiles - Spinning - Cotton Blended,Equity,7987.0,0.2,0.9113,
Crores,The New India Assurance Company Limited,Financials,Equity,47337.0,0.2,0.9111,
Crores,Tata Communications Limited,Communication Services,Equity,5386.0,0.2,0.9106,
Crores,Just Dial Limited,Communication Services,Equity,9801.0,0.2,0.9105,
Crores,Can Fin Homes Limited,Financials,Equity,11483.0,0.2,0.9105,
Crores,Patanjali Foods Limited,Edible Oils & Solvent Extraction,Equity,5515.0,0.2,0.9103,
Crores,HDFC Bank Limited,Finance - Banks - Private Sector,Equity,4548.0,0.2,0.9103,
Crores,Dr. Lal Path Labs Limited,Health Care,Equity,3255.0,0.2,0.9102,
Crores,Titan Company Limited,Consumer Discretionary,Equity,2466.0,0.2,0.91,
Crores,Dabur India Limited,Consumer Staples,Equity,18753.0,0.2,0.91,
Crores,Samvardhana Motherson International Limited,Consumer Discretionary,Equity,58724.0,0.2,0.9092,
Crores,Tata Investment Corporation Limited,Financials,Equity,1325.0,0.2,0.9091,
Crores,Oil & Natural Gas Corporation Limited,Energy,Equity,37228.0,0.2,0.9091,
